shift_id,shift,units_per_hour,defect_rate,meets_sla
997,B,452.46,0.44,1
998,D,436.78,0.455,1
999,B,470.69,0.0,1
1000,D,430.59,0.236,1
1001,A,62.19,0.5,0
1002,C,339.37,0.498,1
1003,B,284.89,0.3,1
1004,A,172.78,0.049,0
1005,D,208.38,0.317,0
1006,C,13.85,0.007,0
1007,B,260.29,0.096,0
1008,C,481.57,0.376,1
1009,A,485.92,0.148,1
1010,C,279.47,0.476,1
1011,A,427.95,0.208,1
1012,D,10.93,0.174,0
1013,A,317.72,0.199,1
1014,C,302.43,0.301,1
1015,D,167.88,0.045,0
1016,A,92.85,0.484,0
1017,C,141.46,0.119,0
1018,A,447.63,0.131,1
1019,B,213.6,0.039,0
1020,A,423.1,0.275,1
1021,B,106.81,0.44,0
1022,B,30.14,0.349,0
1023,A,13.75,0.349,0
1024,C,174.41,0.096,0
1025,A,316.57,0.229,1
1026,A,399.86,0.156,1
1027,D,179.18,0.011,0
1028,C,465.87,0.297,1
1029,B,221.31,0.22,0
1030,A,236.15,0.06,0
1031,A,185.8,0.049,0
1032,C,369.14,0.287,1
1033,C,469.82,0.206,1
1034,D,479.47,0.482,1
1035,D,464.39,0.074,1
1036,A,59.66,0.289,0
1037,C,267.58,0.391,0
1038,A,487.67,0.228,1
1039,A,195.16,0.399,0
1040,D,412.59,0.174,1
1041,D,102.84,0.235,0
1042,A,28.74,0.297,0
1043,D,293.23,0.009,1
1044,C,49.83,0.066,0
1045,D,462.42,0.303,1
1046,D,446.9,0.054,1
1047,D,41.04,0.436,0
1048,D,293.04,0.463,1
1049,B,155.16,0.281,0
1050,C,175.34,0.471,0
1051,D,247.1,0.42,0
1052,C,71.69,0.305,0
1053,B,59.25,0.273,0
1054,D,243.79,0.325,0
1055,C,162.31,0.079,0
1056,A,322.87,0.321,1
1057,B,322.26,0.065,1
1058,D,48.43,0.312,0
1059,D,409.34,0.386,1
1060,C,44.7,0.244,0
1061,A,428.35,0.226,1
1062,D,316.1,0.152,1
1063,D,255.37,0.015,0
1064,A,168.76,0.185,0
1065,A,174.58,0.378,0
1066,A,230.73,0.427,0
1067,B,42.63,0.45,0
1068,A,284.64,0.163,1
1069,A,338.16,0.432,1
1070,D,249.06,0.361,0
1071,A,309.43,0.163,1
1072,B,143.42,0.394,0
1073,B,238.93,0.296,0
1074,A,336.75,0.142,1
1075,C,236.19,0.024,0
1076,A,486.3,0.43,1
1077,D,117.4,0.478,0
1078,C,345.63,0.42,1
1079,A,55.17,0.342,0
1080,B,111.44,0.128,0
1081,D,459.75,0.476,1
1082,C,59.94,0.448,0
1083,D,59.92,0.134,0
1084,A,68.98,0.066,0
1085,C,375.08,0.448,1
1086,C,271.9,0.165,0
1087,A,431.51,0.442,1
1088,A,38.43,0.123,0
1089,A,120.39,0.022,0
1090,C,365.17,0.162,1
1091,B,165.99,0.314,0
1092,C,36.47,0.48,0
1093,C,450.65,0.2,1
1094,C,318.36,0.35,1
1095,D,231.15,0.373,0
1096,B,404.21,0.124,1
1097,B,131.1,0.031,0
1098,C,238.35,0.375,0
1099,B,25.61,0.218,0
1100,D,350.6,0.353,1
1101,B,345.2,0.116,1
1102,B,303.13,0.222,1
1103,D,260.64,0.088,0
1104,D,125.92,0.125,0
1105,B,67.77,0.006,0
1106,D,149.23,0.437,0
1107,C,270.14,0.318,0
1108,B,230.85,0.24,0
1109,C,323.28,0.115,1
1110,D,182.51,0.41,0
1111,A,171.01,0.147,0
1112,A,48.84,0.027,0
1113,A,347.81,0.381,1
1114,B,317.0,0.134,1
1115,A,62.37,0.211,0
1116,C,13.9,0.178,0
1117,C,316.35,0.377,1
1118,C,329.68,0.343,1
1119,B,155.01,0.06,0
1120,A,385.79,0.334,1
1121,C,38.57,0.465,0
1122,D,111.07,0.126,0
1123,C,100.32,0.031,0
1124,D,318.96,0.099,1
1125,D,141.83,0.402,0
1126,B,265.8,0.386,0
1127,A,361.57,0.477,1
1128,C,91.19,0.236,0
1129,C,86.27,0.131,0
1130,A,93.16,0.192,0
1131,C,188.06,0.124,0
1132,C,37.83,0.185,0
1133,A,366.69,0.211,1
1134,C,161.5,0.093,0
1135,B,408.07,0.46,1
1136,C,483.12,0.417,1
1137,D,402.53,0.05,1
1138,D,121.49,0.357,0
1139,B,10.92,0.479,0
1140,D,452.97,0.128,1
1141,D,257.83,0.003,0
1142,A,184.07,0.051,0
1143,A,138.53,0.258,0
1144,C,234.6,0.311,0
1145,A,340.33,0.492,1
1146,D,371.23,0.393,1
1147,C,73.23,0.393,0
1148,C,387.41,0.325,1
1149,B,136.74,0.312,0
1150,A,445.42,0.205,1
1151,C,307.17,0.36,1
1152,D,262.86,0.244,0
1153,D,196.96,0.217,0
1154,C,319.26,0.292,1
1155,D,302.21,0.495,1
1156,C,247.11,0.374,0
1157,A,178.05,0.281,0
1158,C,330.23,0.334,1
1159,D,125.67,0.098,0
1160,A,294.48,0.273,1
1161,C,315.58,0.201,1
1162,B,457.02,0.001,1
1163,B,237.68,0.31,0
1164,B,314.6,0.097,1
1165,B,206.2,0.211,0
1166,B,402.24,0.264,1
1167,C,447.88,0.062,1
1168,D,419.05,0.076,1
1169,A,330.6,0.159,1
1170,A,151.93,0.229,0
1171,C,260.88,0.154,0
1172,C,195.21,0.396,0
1173,A,376.71,0.202,1
1174,C,420.04,0.027,1
1175,D,339.3,0.395,1
1176,C,269.65,0.365,0
1177,D,213.63,0.486,0
1178,B,226.33,0.073,0
1179,B,109.76,0.248,0
1180,D,87.14,0.298,0
1181,C,382.82,0.018,1
1182,B,111.39,0.379,0
1183,B,194.04,0.37,0
1184,C,185.91,0.395,0
1185,D,84.96,0.424,0
1186,A,60.93,0.268,0
1187,C,205.23,0.13,0
1188,C,266.93,0.117,0
1189,B,206.62,0.417,0
1190,A,356.48,0.31,1
1191,C,81.3,0.193,0
1192,B,450.07,0.214,1
1193,A,439.45,0.279,1
1194,C,112.53,0.437,0
1195,A,138.35,0.433,0
1196,C,403.71,0.239,1
1197,C,138.79,0.342,0
1198,D,340.0,0.288,1
1199,B,402.71,0.197,1
1200,B,192.95,0.498,0
