Date,Product_ID,Product_Category,Customer_Age,Customer_Gender,Region,Season,Sales_Quantity,Unit_Price,Discount,Total_Sales,Advertising_Spend,Cost_per_unit,Profit,Profit_Margin
2023-06-02,336,Electronics,44,Female,East,Summer,25,173.19,0.02,4243.16,1641.36,89.3,2010.56,0.47
2023-06-05,337,Sports,51,Female,South,Autumn,16,443.63,0.11,6317.29,3903.5,231.48,2613.62,0.41
2023-06-07,338,Beauty,55,Female,North,Autumn,21,197.81,0.07,3863.23,867.5,109.39,1565.96,0.41
2023-06-09,339,Beauty,50,Male,South,Summer,18,251.82,0.08,4170.14,4659.29,108.75,2212.7,0.53
2023-06-11,340,Home & Kitchen,41,Female,West,Summer,20,148.82,0.17,2470.41,1966.21,72.71,1016.25,0.41
2023-06-13,341,Electronics,32,Female,West,Autumn,17,395.52,0.06,6320.41,1074.99,159.22,3613.59,0.57
2023-06-16,342,Electronics,47,Female,Central,Summer,17,204.75,0.09,3167.48,2490.65,127.5,1000.0,0.32
2023-06-18,343,Home & Kitchen,59,Male,Central,Spring,21,261.67,0.07,5110.42,691.11,115.69,2680.89,0.52
2023-06-20,344,Home & Kitchen,34,Male,West,Spring,16,134.15,0.28,1545.41,3580.82,99.45,-45.77,-0.03
2023-06-22,345,Home & Kitchen,22,Female,West,Spring,20,493.95,0.28,7112.88,4562.17,255.77,1997.42,0.28
2023-06-24,346,Sports,46,Male,West,Autumn,20,152.83,0.18,2506.41,4267.68,133.24,-158.29,-0.06
2023-06-27,347,Electronics,21,Female,South,Summer,26,387.66,0.28,7257.0,1073.16,323.94,-1165.41,-0.16
2023-06-29,348,Sports,27,Male,West,Summer,31,219.47,0.24,5170.71,1068.22,119.55,1464.67,0.28
2023-07-01,349,Home & Kitchen,34,Male,East,Winter,23,111.05,0.18,2094.4,4160.46,87.91,72.52,0.03
2023-07-03,350,Electronics,27,Male,North,Winter,27,401.86,0.0,10850.22,4659.14,322.14,2152.44,0.2
2023-07-05,351,Sports,34,Male,West,Summer,14,173.47,0.23,1870.01,2573.01,154.96,-299.4,-0.16
2023-07-07,352,Sports,37,Female,North,Summer,15,433.94,0.21,5142.19,2745.37,303.29,592.85,0.12
2023-07-10,353,Home & Kitchen,41,Female,South,Summer,30,458.48,0.18,11278.61,1932.18,202.18,5213.15,0.46
2023-07-12,354,Electronics,22,Female,North,Autumn,24,431.31,0.23,7970.61,4524.19,312.02,482.18,0.06
2023-07-14,355,Home & Kitchen,51,Male,South,Summer,22,27.15,0.15,507.7,3402.06,19.34,82.13,0.16
2023-07-16,356,Electronics,23,Female,East,Winter,16,395.81,0.21,5003.04,1797.13,284.66,448.53,0.09
2023-07-18,357,Beauty,19,Female,South,Autumn,34,211.56,0.28,5178.99,1844.52,117.11,1197.12,0.23
2023-07-21,358,Clothing,30,Female,South,Summer,17,438.12,0.11,6628.76,4510.4,363.57,448.08,0.07
2023-07-23,359,Clothing,60,Male,Central,Winter,19,322.6,0.21,4842.23,561.35,283.8,-550.03,-0.11
2023-07-25,360,Clothing,60,Male,West,Autumn,21,418.49,0.14,7557.93,1952.27,212.95,3085.95,0.41
2023-07-27,361,Home & Kitchen,28,Male,West,Summer,16,254.72,0.2,3260.42,2994.61,113.12,1450.58,0.44
2023-07-29,362,Beauty,64,Female,East,Summer,19,272.16,0.23,3981.7,1166.98,135.34,1410.31,0.35
2023-08-01,363,Electronics,40,Female,East,Summer,22,80.75,0.01,1758.74,914.44,65.43,319.28,0.18
2023-08-03,364,Sports,33,Female,West,Autumn,19,394.15,0.19,6065.97,4168.74,291.01,536.78,0.09
2023-08-05,365,Electronics,48,Male,Central,Winter,21,215.5,0.07,4208.72,4524.82,154.73,959.3,0.23
2023-08-07,366,Sports,28,Male,West,Winter,25,255.04,0.2,5100.8,4206.23,153.25,1269.48,0.25
2023-08-09,367,Electronics,33,Female,Central,Spring,17,394.7,0.14,5770.51,4544.55,271.91,1147.97,0.2
2023-08-12,368,Beauty,25,Male,East,Summer,19,303.43,0.23,4439.18,2989.0,168.08,1245.64,0.28
2023-08-14,369,Sports,21,Male,North,Spring,19,108.54,0.04,1979.77,4155.16,69.31,662.81,0.33
2023-08-16,370,Home & Kitchen,57,Male,East,Spring,17,299.21,0.19,4120.12,2228.19,238.33,68.51,0.02
2023-08-18,371,Electronics,21,Male,East,Winter,17,209.74,0.08,3280.33,3498.21,186.8,104.75,0.03
2023-08-20,372,Electronics,42,Female,South,Autumn,20,240.07,0.26,3553.04,4949.76,207.96,-606.15,-0.17
2023-08-23,373,Sports,20,Male,South,Autumn,21,23.87,0.28,360.91,1515.77,20.69,-73.65,-0.2
2023-08-25,374,Home & Kitchen,49,Male,South,Winter,22,112.91,0.3,1738.81,2254.55,67.87,245.64,0.14
2023-08-27,375,Home & Kitchen,20,Male,South,Autumn,19,147.71,0.24,2132.93,2660.21,93.71,352.51,0.17
2023-08-29,376,Beauty,44,Male,Central,Spring,15,359.35,0.23,4150.49,1121.07,270.53,92.62,0.02
2023-08-31,377,Home & Kitchen,46,Female,West,Summer,22,15.63,0.06,323.23,864.67,13.46,27.13,0.08
2023-09-03,378,Home & Kitchen,49,Female,North,Winter,22,210.3,0.1,4163.94,4233.75,99.05,1984.82,0.48
2023-09-05,379,Home & Kitchen,36,Male,East,Summer,25,462.77,0.14,9949.56,4895.57,255.51,3561.93,0.36
2023-09-07,380,Clothing,38,Male,Central,Autumn,26,64.82,0.23,1297.7,2321.26,30.44,506.23,0.39
2023-09-09,381,Beauty,22,Male,North,Summer,22,263.05,0.27,4224.58,894.42,185.71,138.87,0.03
2023-09-11,382,Electronics,35,Male,Central,Autumn,22,395.4,0.06,8176.87,796.15,218.72,3365.13,0.41
2023-09-14,383,Sports,45,Male,Central,Autumn,21,471.84,0.28,7134.22,4510.93,265.67,1555.12,0.22
2023-09-16,384,Electronics,59,Male,East,Spring,27,375.92,0.21,8018.37,2587.16,163.7,3598.54,0.45
2023-09-18,385,Beauty,39,Female,West,Autumn,17,363.08,0.18,5061.34,1940.12,208.73,1512.86,0.3
2023-09-20,386,Sports,38,Male,South,Spring,19,414.98,0.06,7411.54,2644.08,344.95,857.47,0.12
2023-09-22,387,Beauty,23,Female,West,Spring,21,228.64,0.02,4705.41,1932.37,118.1,2225.29,0.47
2023-09-24,388,Home & Kitchen,18,Female,East,Spring,14,404.86,0.17,4704.47,2700.66,302.67,467.08,0.1
2023-09-27,389,Sports,22,Male,East,Winter,15,13.9,0.2,166.8,4368.0,9.94,17.76,0.11
2023-09-29,390,Home & Kitchen,58,Female,East,Winter,22,463.03,0.06,9575.46,3165.36,385.12,1102.78,0.12
2023-10-01,391,Electronics,29,Female,North,Autumn,20,227.22,0.17,3771.85,3625.94,105.92,1653.51,0.44
2023-10-03,392,Electronics,43,Female,West,Spring,23,281.16,0.26,4785.34,2141.02,249.89,-962.21,-0.2
2023-10-05,393,Sports,63,Female,West,Winter,19,134.89,0.25,1922.18,3823.28,93.25,150.41,0.08
2023-10-08,394,Sports,51,Female,Central,Spring,19,373.84,0.28,5114.13,3499.78,335.61,-1262.46,-0.25
2023-10-10,395,Beauty,31,Female,Central,Summer,24,47.55,0.11,1015.67,1038.03,40.69,39.08,0.04
2023-10-12,396,Beauty,43,Male,Central,Summer,19,437.59,0.1,7482.79,3076.89,223.5,3236.23,0.43
2023-10-14,397,Home & Kitchen,62,Female,East,Summer,11,415.78,0.22,3567.39,1655.35,177.99,1609.53,0.45
2023-10-16,398,Sports,44,Female,West,Autumn,25,115.87,0.13,2520.17,4118.43,61.16,991.21,0.39
2023-10-19,399,Electronics,26,Female,East,Spring,12,406.57,0.03,4732.47,2416.72,269.87,1493.99,0.32
2023-10-21,400,Beauty,43,Male,North,Summer,26,395.32,0.08,9456.05,4976.08,192.05,4462.87,0.47
2023-10-23,401,Beauty,64,Female,Central,Winter,16,319.79,0.13,4451.48,916.25,154.69,1976.41,0.44
2023-10-25,402,Electronics,39,Male,East,Summer,19,193.02,0.09,3337.32,4011.57,121.85,1022.11,0.31
2023-10-27,403,Beauty,64,Female,East,Summer,24,143.03,0.1,3089.45,3531.66,59.59,1659.26,0.54
2023-10-30,404,Home & Kitchen,47,Male,North,Summer,26,123.57,0.09,2923.67,3953.74,56.96,1442.74,0.49
2023-11-01,405,Sports,60,Male,South,Autumn,18,166.12,0.01,2960.26,1883.88,100.99,1142.45,0.39
2023-11-03,406,Electronics,34,Female,West,Winter,18,452.74,0.19,6600.95,2714.25,195.39,3083.99,0.47
2023-11-05,407,Sports,43,Female,South,Spring,20,48.04,0.18,787.86,4084.29,28.75,212.93,0.27
2023-11-07,408,Beauty,53,Male,Central,Winter,22,416.15,0.2,7324.24,1546.44,265.09,1492.29,0.2
2023-11-10,409,Beauty,18,Female,East,Spring,18,180.96,0.06,3061.84,1517.15,113.21,1023.98,0.33
2023-11-12,410,Electronics,25,Male,North,Autumn,18,265.58,0.09,4350.2,2979.73,221.65,360.51,0.08
2023-11-14,411,Home & Kitchen,52,Male,North,Autumn,18,399.3,0.19,5821.79,2856.04,265.55,1041.95,0.18
2023-11-16,412,Clothing,32,Male,West,Autumn,21,443.34,0.18,7634.31,1770.18,281.07,1731.78,0.23
2023-11-18,413,Electronics,64,Male,South,Autumn,25,178.94,0.15,3802.48,1841.34,108.32,1094.42,0.29
2023-11-21,414,Clothing,39,Male,West,Spring,25,236.3,0.11,5257.68,1750.3,191.12,479.62,0.09
2023-11-23,415,Clothing,31,Female,East,Summer,21,213.11,0.27,3266.98,3971.8,180.62,-525.98,-0.16
2023-11-25,416,Home & Kitchen,43,Male,West,Spring,20,16.49,0.1,296.82,3433.55,13.63,24.2,0.08
2023-11-27,417,Clothing,45,Male,North,Winter,13,155.01,0.14,1733.01,4245.88,114.21,248.32,0.14
2023-11-29,418,Clothing,40,Female,North,Autumn,28,235.0,0.2,5264.0,4889.63,110.14,2180.08,0.41
2023-12-02,419,Home & Kitchen,31,Male,Central,Autumn,19,211.44,0.16,3374.58,2633.74,113.85,1211.5,0.36
2023-12-04,420,Clothing,41,Female,Central,Winter,14,363.75,0.1,4583.25,800.12,153.88,2428.96,0.53
2023-12-06,421,Clothing,19,Female,East,Spring,18,198.55,0.13,3109.29,716.42,171.83,16.4,0.01
2023-12-08,422,Clothing,62,Female,South,Summer,20,249.79,0.24,3796.81,1830.49,182.45,147.88,0.04
2023-12-10,423,Electronics,43,Male,West,Summer,13,220.51,0.08,2637.3,4696.45,170.49,420.87,0.16
2023-12-12,424,Electronics,31,Male,East,Winter,15,372.91,0.04,5369.9,2854.46,207.26,2261.03,0.42
2023-12-15,425,Electronics,24,Male,Central,Summer,20,432.86,0.09,7878.05,1723.04,356.17,754.68,0.1
2023-12-17,426,Home & Kitchen,20,Female,West,Spring,16,270.63,0.25,3247.56,2296.25,143.38,953.48,0.29
2023-12-19,427,Beauty,64,Male,Central,Spring,18,396.82,0.03,6928.48,3193.68,159.05,4065.5,0.59
2023-12-21,428,Clothing,40,Female,West,Winter,23,155.43,0.3,2502.42,3438.27,91.43,399.65,0.16
2023-12-23,429,Clothing,63,Male,South,Spring,20,275.27,0.16,4624.54,1192.64,188.66,851.24,0.18
2023-12-26,430,Home & Kitchen,60,Female,East,Autumn,16,179.16,0.3,2006.59,4896.64,114.55,173.85,0.09
2023-12-28,431,Clothing,64,Male,West,Winter,21,212.96,0.28,3219.96,2951.48,176.98,-496.58,-0.15
2023-12-30,432,Electronics,62,Male,North,Spring,15,368.88,0.14,4758.55,1110.6,166.99,2253.66,0.47
2024-01-01,433,Beauty,35,Male,North,Winter,16,442.01,0.06,6647.83,4521.36,299.2,1860.6,0.28
2024-01-03,434,Sports,55,Female,West,Summer,23,69.53,0.05,1519.23,835.87,45.65,469.38,0.31
2024-01-06,435,Clothing,52,Female,West,Spring,18,320.97,0.07,5373.04,4584.81,173.55,2249.19,0.42
2024-01-08,436,Electronics,32,Male,West,Autumn,19,295.25,0.21,4431.7,4984.55,239.48,-118.44,-0.03
2024-01-10,437,Sports,42,Male,North,Spring,14,68.02,0.08,876.1,3651.94,52.81,136.72,0.16
2024-01-12,438,Beauty,54,Female,North,Winter,21,113.83,0.1,2151.39,3967.01,87.24,319.29,0.15
2024-01-14,439,Sports,45,Female,West,Winter,19,162.39,0.13,2684.31,2017.86,136.1,98.44,0.04
2024-01-17,440,Electronics,27,Female,Central,Spring,23,91.8,0.27,1541.32,4737.1,69.9,-66.28,-0.04
2024-01-19,441,Sports,56,Male,Central,Autumn,11,129.43,0.06,1338.31,2883.71,66.78,603.77,0.45
2024-01-21,442,Home & Kitchen,34,Female,South,Autumn,19,141.12,0.0,2681.28,3795.75,106.23,662.86,0.25
2024-01-23,443,Sports,56,Male,East,Autumn,20,174.48,0.02,3419.81,4658.48,96.64,1487.09,0.43
2024-01-25,444,Clothing,39,Female,Central,Winter,24,377.2,0.27,6608.54,4888.31,196.55,1891.24,0.29
2024-01-28,445,Clothing,43,Male,North,Spring,17,290.24,0.19,3996.6,4249.42,126.69,1842.87,0.46
2024-01-30,446,Home & Kitchen,61,Female,Central,Summer,20,493.26,0.08,9075.98,1863.58,380.8,1459.91,0.16
2024-02-01,447,Electronics,42,Female,South,Winter,19,213.22,0.05,3848.62,4849.46,161.09,787.95,0.2
2024-02-03,448,Clothing,34,Female,South,Autumn,28,379.39,0.09,9666.86,3326.54,196.24,4172.15,0.43
2024-02-05,449,Beauty,30,Female,East,Spring,19,437.02,0.03,8054.28,4687.89,338.55,1621.74,0.2
2024-02-08,450,Clothing,37,Female,Central,Autumn,21,342.7,0.28,5181.62,3542.47,294.35,-999.77,-0.19
2024-02-10,451,Clothing,42,Male,North,Summer,24,211.81,0.24,3863.41,1882.58,96.16,1555.46,0.4
2024-02-12,452,Electronics,21,Female,North,Autumn,17,379.26,0.14,5544.78,2165.11,195.82,2215.86,0.4
2024-02-14,453,Sports,27,Female,West,Autumn,17,109.8,0.26,1381.28,2977.12,85.11,-65.57,-0.05
2024-02-16,454,Clothing,20,Female,North,Summer,16,170.5,0.07,2537.04,4055.07,91.6,1071.41,0.42
2024-02-19,455,Home & Kitchen,58,Male,East,Spring,20,277.88,0.22,4334.93,1930.92,197.94,376.07,0.09
2024-02-21,456,Sports,62,Female,East,Winter,22,291.95,0.26,4752.95,3108.79,128.63,1923.13,0.4
2024-02-23,457,Beauty,35,Male,North,Spring,18,20.85,0.11,334.02,2055.31,13.05,99.04,0.3
2024-02-25,458,Electronics,64,Female,North,Summer,20,473.11,0.23,7285.89,4170.96,364.08,4.3,0.0
2024-02-27,459,Beauty,53,Female,West,Autumn,18,351.35,0.09,5755.11,2600.28,261.14,1054.53,0.18
2024-02-29,460,Sports,64,Male,North,Spring,12,252.89,0.09,2761.56,845.25,204.22,310.95,0.11
2024-03-03,461,Sports,39,Female,West,Winter,23,467.23,0.03,10423.9,1247.24,391.88,1410.71,0.14
2024-03-05,462,Sports,51,Male,West,Summer,19,225.16,0.13,3721.89,774.97,177.11,356.82,0.1
2024-03-07,463,Beauty,64,Male,North,Spring,17,490.41,0.22,6502.84,2746.86,360.84,368.55,0.06
2024-03-09,464,Sports,25,Female,South,Winter,21,261.02,0.28,3946.62,978.52,108.55,1667.11,0.42
2024-03-11,465,Beauty,57,Male,South,Summer,21,66.0,0.18,1136.52,1013.63,44.05,211.39,0.19
2024-03-14,466,Sports,61,Female,West,Winter,26,384.75,0.26,7402.59,4734.72,161.15,3212.64,0.43
2024-03-16,467,Home & Kitchen,36,Female,North,Summer,14,342.66,0.25,3597.93,4426.95,275.51,-259.21,-0.07
2024-03-18,468,Sports,59,Male,South,Autumn,16,388.76,0.05,5909.15,2534.39,217.85,2423.61,0.41
2024-03-20,469,Beauty,58,Male,North,Spring,14,476.21,0.15,5666.9,4936.12,324.4,1125.28,0.2
2024-03-22,470,Clothing,54,Male,North,Winter,22,390.48,0.04,8246.94,500.84,210.75,3610.42,0.44
2024-03-25,471,Sports,23,Male,North,Summer,26,309.55,0.2,6438.64,3262.91,244.93,70.42,0.01
2024-03-27,472,Clothing,43,Female,Central,Winter,17,430.08,0.28,5264.18,3273.93,362.67,-901.13,-0.17
2024-03-29,473,Home & Kitchen,51,Female,North,Winter,17,339.89,0.04,5547.0,2558.49,203.7,2084.05,0.38
2024-03-31,474,Electronics,62,Male,Central,Spring,21,209.98,0.22,3439.47,2286.27,174.59,-226.92,-0.07
2024-04-02,475,Home & Kitchen,23,Female,West,Autumn,21,443.95,0.19,7551.59,2549.22,236.86,2577.45,0.34
2024-04-05,476,Sports,54,Female,South,Winter,19,118.73,0.18,1849.81,2367.32,79.23,344.4,0.19
2024-04-07,477,Clothing,50,Female,South,Summer,15,360.17,0.12,4754.24,3787.22,298.72,273.47,0.06
2024-04-09,478,Clothing,39,Female,South,Summer,26,441.97,0.11,10227.19,1109.1,248.8,3758.31,0.37
2024-04-11,479,Beauty,38,Male,South,Autumn,25,368.35,0.01,9116.66,1389.38,323.05,1040.39,0.11
2024-04-13,480,Clothing,23,Male,South,Summer,22,351.66,0.07,7194.96,1312.33,162.09,3628.89,0.5
2024-04-16,481,Beauty,23,Female,South,Autumn,19,378.79,0.0,7197.01,1681.12,154.98,4252.44,0.59
2024-04-18,482,Electronics,21,Male,South,Summer,17,237.88,0.17,3356.49,2863.66,202.69,-89.24,-0.03
2024-04-20,483,Sports,47,Male,West,Spring,21,438.34,0.03,8928.99,1000.44,190.38,4930.97,0.55
2024-04-22,484,Beauty,28,Male,North,Winter,27,109.68,0.26,2191.41,4406.76,98.27,-461.81,-0.21
2024-04-24,485,Electronics,47,Female,East,Spring,19,72.42,0.16,1155.82,1838.13,63.42,-49.12,-0.04
2024-04-27,486,Clothing,48,Female,Central,Winter,23,149.9,0.21,2723.68,1231.42,70.23,1108.4,0.41
2024-04-29,487,Clothing,41,Female,East,Winter,19,270.47,0.12,4522.26,3540.3,180.89,1085.38,0.24
2024-05-01,488,Electronics,26,Male,East,Winter,15,260.18,0.17,3239.24,671.39,128.13,1317.32,0.41
2024-05-03,489,Clothing,20,Female,North,Spring,23,412.09,0.28,6824.21,3289.86,253.06,1003.94,0.15
2024-05-05,490,Electronics,48,Female,North,Winter,27,208.24,0.02,5510.03,3641.89,89.69,3088.36,0.56
2024-05-08,491,Beauty,57,Male,North,Spring,19,247.33,0.08,4323.33,1467.12,126.62,1917.48,0.44
2024-05-10,492,Beauty,54,Female,South,Autumn,29,16.55,0.23,369.56,688.84,9.63,90.41,0.24
2024-05-12,493,Electronics,53,Female,West,Summer,28,210.77,0.03,5724.51,2136.4,130.53,2069.54,0.36
2024-05-14,494,Beauty,41,Male,South,Summer,14,327.41,0.02,4492.07,943.67,290.99,418.27,0.09
2024-05-16,495,Beauty,48,Male,West,Winter,26,17.6,0.11,407.26,1024.15,14.15,39.38,0.1
2024-05-18,496,Beauty,23,Male,West,Spring,19,147.63,0.03,2720.82,1644.18,113.48,564.63,0.21
2024-05-21,497,Home & Kitchen,19,Female,East,Summer,29,111.9,0.18,2660.98,1829.61,74.81,491.57,0.18
2024-05-23,498,Sports,37,Female,East,Spring,14,30.57,0.07,398.02,2884.87,25.07,47.08,0.12
2024-05-25,499,Clothing,45,Female,West,Spring,25,244.84,0.27,4468.33,3552.76,139.48,981.43,0.22
2024-05-27,500,Home & Kitchen,28,Male,West,Winter,14,99.04,0.24,1053.79,3167.47,74.72,7.7,0.01
2024-05-29,501,Beauty,21,Male,South,Summer,26,374.11,0.21,7684.22,1167.62,335.54,-1039.72,-0.14
2024-06-01,502,Electronics,32,Female,South,Winter,17,425.48,0.19,5858.86,1274.39,237.13,1827.71,0.31
2024-06-03,503,Beauty,23,Female,East,Winter,17,277.34,0.26,3488.94,4454.46,204.4,14.1,0.0
2024-06-05,504,Sports,47,Male,North,Summer,13,491.04,0.07,5936.67,3012.59,403.71,688.42,0.12
2024-06-07,505,Beauty,55,Male,West,Summer,18,230.73,0.26,3073.32,4414.72,197.94,-489.67,-0.16
2024-06-09,506,Electronics,19,Male,South,Autumn,20,261.55,0.24,3975.56,2171.96,198.51,5.41,0.0
2024-06-12,507,Sports,32,Male,East,Autumn,22,494.72,0.22,8489.4,3264.8,268.04,2592.49,0.31
2024-06-14,508,Beauty,28,Female,South,Spring,15,123.46,0.17,1537.08,2856.49,69.53,494.2,0.32
2024-06-16,509,Sports,25,Male,West,Summer,19,471.85,0.07,8337.59,1936.06,193.64,4658.48,0.56
2024-06-18,510,Clothing,43,Female,West,Autumn,18,30.99,0.13,485.3,2614.62,24.19,49.96,0.1
2024-06-20,511,Clothing,62,Female,Central,Spring,23,228.73,0.24,3998.2,2761.21,96.38,1781.46,0.45
2024-06-23,512,Beauty,61,Female,North,Spring,24,44.3,0.01,1052.57,1403.47,36.87,167.64,0.16
2024-06-25,513,Sports,22,Male,Central,Spring,28,367.33,0.23,7919.63,1917.55,168.73,3195.31,0.4
2024-06-27,514,Electronics,23,Male,East,Autumn,20,308.12,0.07,5731.03,4061.34,149.73,2736.49,0.48
2024-06-29,515,Beauty,43,Male,South,Summer,12,356.25,0.04,4104.0,4621.05,227.38,1375.42,0.34
2024-07-01,516,Clothing,21,Male,East,Winter,22,193.5,0.03,4129.29,2119.07,148.79,855.91,0.21
2024-07-04,517,Clothing,36,Female,West,Spring,24,191.05,0.01,4539.35,1881.38,89.7,2386.59,0.53
2024-07-06,518,Beauty,37,Male,Central,Autumn,13,32.21,0.16,351.73,1378.39,19.97,92.11,0.26
2024-07-08,519,Sports,50,Male,Central,Autumn,25,181.47,0.07,4219.18,3553.21,116.4,1309.19,0.31
2024-07-10,520,Clothing,37,Female,Central,Winter,30,465.35,0.3,9772.35,1953.95,235.53,2706.34,0.28
2024-07-12,521,Sports,29,Male,East,Winter,23,195.82,0.17,3738.2,4944.87,89.64,1676.43,0.45
2024-07-15,522,Clothing,64,Female,West,Autumn,27,417.37,0.04,10818.23,1965.58,341.5,1597.82,0.15
2024-07-17,523,Clothing,18,Female,South,Summer,24,422.74,0.21,8015.15,2273.61,275.3,1407.9,0.18
2024-07-19,524,Home & Kitchen,43,Female,South,Winter,17,192.89,0.27,2393.76,3215.0,78.54,1058.53,0.44
2024-07-21,525,Clothing,31,Female,East,Autumn,21,319.67,0.22,5236.19,4107.58,256.21,-144.27,-0.03
2024-07-23,526,Electronics,55,Female,Central,Winter,18,56.73,0.02,1000.72,2612.83,50.51,91.5,0.09
2024-07-26,527,Beauty,54,Female,North,Summer,15,60.8,0.27,665.76,2401.95,42.74,24.66,0.04
2024-07-28,528,Beauty,28,Female,East,Spring,18,33.84,0.24,462.93,4980.37,22.06,65.87,0.14
2024-07-30,529,Sports,53,Female,East,Winter,23,294.7,0.05,6439.19,547.22,247.31,750.96,0.12
2024-08-01,530,Clothing,30,Male,West,Summer,22,218.77,0.02,4716.68,4527.79,191.7,499.3,0.11
2024-08-03,531,Electronics,60,Male,South,Autumn,21,278.54,0.17,4854.95,1171.13,216.5,308.44,0.06
2024-08-05,532,Sports,20,Male,East,Winter,21,265.33,0.05,5293.33,4036.66,165.23,1823.55,0.34
2024-08-08,533,Home & Kitchen,50,Male,East,Winter,22,181.6,0.25,2996.4,3280.69,126.41,215.3,0.07
2024-08-10,534,Sports,23,Female,Central,Autumn,25,341.96,0.11,7608.61,2038.31,256.63,1192.86,0.16
2024-08-12,535,Sports,27,Male,Central,Spring,17,381.67,0.27,4736.52,4432.44,189.74,1510.91,0.32
2024-08-14,536,Clothing,22,Female,North,Autumn,15,17.17,0.17,213.77,558.08,10.71,53.16,0.25
2024-08-16,537,Home & Kitchen,40,Male,West,Winter,21,111.55,0.05,2225.42,1520.11,90.9,316.45,0.14
2024-08-19,538,Sports,27,Male,North,Autumn,11,359.49,0.04,3796.21,3051.02,261.48,919.94,0.24
2024-08-21,539,Electronics,61,Male,Central,Summer,16,199.44,0.17,2648.56,2081.94,120.78,716.06,0.27
2024-08-23,540,Electronics,19,Female,South,Autumn,22,334.62,0.23,5668.46,3246.7,244.84,282.09,0.05
2024-08-25,541,Beauty,30,Male,Central,Winter,21,180.01,0.23,2910.76,608.5,82.64,1175.22,0.4
2024-08-27,542,Home & Kitchen,57,Female,West,Autumn,16,201.47,0.08,2965.64,1024.07,121.03,1029.11,0.35
2024-08-30,543,Home & Kitchen,19,Female,Central,Spring,25,87.75,0.06,2062.12,1071.93,69.9,314.66,0.15
2024-09-01,544,Beauty,37,Male,West,Autumn,20,136.53,0.01,2703.29,1351.78,69.67,1309.99,0.48
2024-09-03,545,Sports,18,Male,West,Spring,15,306.65,0.2,3679.8,2566.99,151.17,1412.21,0.38
2024-09-05,546,Home & Kitchen,54,Male,West,Summer,18,222.25,0.02,3920.49,3884.58,194.56,418.41,0.11
2024-09-07,547,Electronics,26,Female,West,Spring,20,389.41,0.13,6775.73,4574.92,196.63,2843.09,0.42
2024-09-10,548,Electronics,34,Male,West,Autumn,23,427.77,0.18,8067.74,4259.18,226.91,2848.71,0.35
2024-09-12,549,Clothing,26,Female,South,Winter,28,275.41,0.28,5552.27,1386.0,243.68,-1270.91,-0.23
2024-09-14,550,Home & Kitchen,28,Female,North,Spring,16,381.55,0.09,5555.37,2485.18,292.78,870.82,0.16
2024-09-16,551,Sports,32,Male,East,Summer,19,160.38,0.07,2833.91,1397.35,120.25,549.11,0.19
2024-09-18,552,Beauty,41,Male,North,Spring,24,213.34,0.2,4096.13,1690.12,176.32,-135.5,-0.03
2024-09-21,553,Beauty,55,Female,West,Spring,24,359.26,0.19,6984.01,2765.96,164.51,3035.79,0.43
2024-09-23,554,Sports,52,Female,South,Spring,15,199.24,0.1,2689.74,806.49,150.02,439.39,0.16
2024-09-25,555,Clothing,47,Female,Central,Summer,21,298.37,0.28,4511.35,1481.78,194.49,427.05,0.09
2024-09-27,556,Beauty,48,Male,South,Autumn,20,100.83,0.25,1512.45,4709.2,82.13,-130.22,-0.09
2024-09-29,557,Home & Kitchen,22,Female,West,Spring,22,303.89,0.07,6217.59,2597.52,198.77,1844.75,0.3
2024-10-02,558,Clothing,61,Male,South,Spring,18,432.14,0.07,7234.02,2504.24,306.87,1710.34,0.24
2024-10-04,559,Home & Kitchen,31,Female,South,Winter,13,435.63,0.15,4813.71,565.55,278.31,1195.66,0.25
2024-10-06,560,Electronics,28,Female,West,Summer,20,364.93,0.23,5619.92,1613.3,233.22,955.54,0.17
2024-10-08,561,Clothing,26,Male,South,Spring,30,375.42,0.01,11149.97,4398.32,294.32,2320.26,0.21
2024-10-10,562,Beauty,51,Female,East,Summer,16,283.38,0.21,3581.92,1240.83,202.41,343.31,0.1
2024-10-13,563,Clothing,29,Male,East,Spring,28,296.49,0.19,6724.39,2368.06,212.47,775.12,0.12
2024-10-15,564,Clothing,52,Male,South,Autumn,16,75.49,0.07,1123.29,564.49,47.19,368.22,0.33
2024-10-17,565,Clothing,52,Female,Central,Autumn,23,227.49,0.2,4185.82,2652.51,151.41,703.45,0.17
2024-10-19,566,Clothing,18,Male,West,Spring,23,230.88,0.28,3823.37,594.59,178.44,-280.69,-0.07
2024-10-21,567,Home & Kitchen,57,Male,East,Autumn,18,479.66,0.01,8547.54,4188.24,389.95,1528.45,0.18
2024-10-23,568,Electronics,39,Female,Central,Spring,24,221.23,0.1,4778.57,4211.84,165.54,805.56,0.17
2024-10-26,569,Sports,46,Male,South,Autumn,16,279.18,0.13,3886.19,4044.84,240.66,35.57,0.01
2024-10-28,570,Clothing,25,Male,Central,Winter,21,271.29,0.27,4158.88,1775.14,219.79,-456.69,-0.11
2024-10-30,571,Beauty,28,Male,North,Winter,24,322.01,0.29,5487.05,4267.57,219.27,224.65,0.04
2024-11-01,572,Clothing,58,Female,East,Winter,21,376.63,0.13,6881.03,2943.49,277.09,1062.19,0.15
